Id;TestPath;PathLength;HasLoop;CountLoop;CountnewReqEcCovered;CountReqEcCovered;EdgeCoverage;CountnewReqPpcCovered;CountReqPcCovered;PrimePathCoverage
com.mpatric.mp3agic.BaseExceptionTest.generatesCorrectDetailedMessageForSingleException();15,2,3,4,5,6,7,8,9,10,11,12,17,14,16;15;0;0;14;14;0.8235294117647058;1;1;0.041666666666666664
com.mpatric.mp3agic.BaseExceptionTest.generatesCorrectDetailedMessageForChainedBaseExceptions();15,2,3,4,5,6,7,8,9,10,11,12,13,4,5,6,7,8,9,10,11,12,13,4,5,6,7,8,9,10,11,12,13,4,5,6,7,8,9,10,11,12,13,4,5,6,7,8,9,10,11,12,17,14,16;55;1;4;2;16;0.9411764705882353;12;12;0.5
com.mpatric.mp3agic.BaseExceptionTest.generatesCorrectDetailedMessageForChainedExceptionsWithOtherExceptionInMix();15,2,3,4,5,6,7,8,9,10,11,12,13,4,5,6,7,8,9,10,11,12,13,4,5,6,7,8,9,10,11,12,13,4,5,6,7,8,9,10,11,12,13,4,5,6,7,8,9,10,11,12,17,14,16;55;1;4;0;16;0.9411764705882353;0;12;0.5
com.mpatric.mp3agic.BufferToolsTest.findsSingleTerminator();11,2,3,4,5,6,13,7,3,4,5,6,13,7,3,4,5,6,13,7,3,4,5,6,13,7,3,4,5,6,5,7,8,9,10,12;36;1;5;14;14;0.875;8;8;0.34782608695652173
com.mpatric.mp3agic.BufferToolsTest.findsFirstDoubleTerminatorOnAnEvenByte();11,2,3,4,5,6,13,7,3,4,3,4,5,6,13,7,3,4,3,4,5,6,5,6,13,7,3,4,3,4,5,6,13,7,3,4,3,4,5,6,5,6,5,7,8,9,10,12;48;1;10;1;15;0.9375;3;7;0.30434782608695654
com.mpatric.mp3agic.BufferToolsTest.findsFirstDoubleTerminatorAfterFromIndex();11,2,3,4,5,6,13,7,3,4,3,4,5,6,5,6,5,7,8,9,10,12;22;1;4;0;15;0.9375;0;7;0.30434782608695654
com.mpatric.mp3agic.BufferToolsTest.findsFirstSingleTerminator();11,2,3,4,5,6,13,7,3,4,5,6,13,7,3,4,5,6,13,7,3,4,5,6,13,7,3,4,5,6,5,7,8,9,10,12;36;1;5;0;14;0.875;0;8;0.34782608695652173
com.mpatric.mp3agic.BufferToolsTest.findsFirstSingleTerminatorAfterFromIndex();11,2,3,4,5,6,13,7,3,4,5,6,13,7,3,4,5,6,5,7,8,9,10,12;24;1;3;0;14;0.875;0;8;0.34782608695652173
com.mpatric.mp3agic.BufferToolsTest.findsSingleTerminatorWhenFirstElement();11,2,3,4,5,6,5,7,8,9,10,12;12;1;1;0;11;0.6875;0;2;0.08695652173913043
com.mpatric.mp3agic.BufferToolsTest.findsSingleTerminatorWhenLastElement();11,2,3,4,5,6,13,7,3,4,5,6,13,7,3,4,5,6,13,7,3,4,5,6,13,7,3,4,5,6,5,7,8,9,10,12;36;1;5;0;14;0.875;0;8;0.34782608695652173
com.mpatric.mp3agic.BufferToolsTest.ReturnsMinusOneWhenNoSingleTerminator();11,2,3,4,5,6,13,7,3,4,5,6,13,7,3,4,5,6,13,7,3,4,5,6,13,7,3,10,12;29;1;4;1;10;0.625;1;7;0.30434782608695654
com.mpatric.mp3agic.BufferToolsTest.findsDoubleTerminator();11,2,3,4,5,6,13,7,3,4,3,4,5,6,13,7,3,4,3,4,5,6,5,6,5,7,8,9,10,12;30;1;6;0;15;0.9375;0;7;0.30434782608695654
com.mpatric.mp3agic.BufferToolsTest.findsNotFindDoubleTerminatorIfNotOnEvenByte();11,2,3,4,5,6,13,7,3,4,3,4,5,6,13,7,3,4,3,4,5,6,13,7,3,4,3,4,5,6,5,6,13,7,3,4,3,10,12;39;1;8;0;12;0.75;1;7;0.30434782608695654
com.mpatric.mp3agic.BufferToolsTest.findsFirstDoubleTerminator();11,2,3,4,5,6,13,7,3,4,3,4,5,6,13,7,3,4,3,4,5,6,5,6,5,7,8,9,10,12;30;1;6;0;15;0.9375;0;7;0.30434782608695654
com.mpatric.mp3agic.BufferToolsTest.shouldRightPadStringsCorrectly();7,2,3,4,5,4,5,4,5,4,6,8;12;1;3;7;7;0.7777777777777778;4;4;0.6666666666666666
com.mpatric.mp3agic.BufferToolsTest.shouldRightPadStringsCorrectly();7,2,3,4,5,4,5,4,6,8;10;1;2;0;7;0.7777777777777778;0;4;0.6666666666666666
com.mpatric.mp3agic.BufferToolsTest.shouldRightPadStringsCorrectly();7,2,3,4,5,4,6,8;8;1;1;0;7;0.7777777777777778;0;3;0.5
com.mpatric.mp3agic.BufferToolsTest.shouldRightPadStringsCorrectly();7,2,9,8;4;0;0;2;3;0.3333333333333333;1;1;0.16666666666666666
com.mpatric.mp3agic.BufferToolsTest.shouldRightPadUnicodeStringsCorrectly();7,2,3,4,5,4,5,4,6,8;10;1;2;0;7;0.7777777777777778;0;4;0.6666666666666666
com.mpatric.mp3agic.BufferToolsTest.shouldRightPadUnicodeStringsCorrectly();7,2,3,4,5,4,6,8;8;1;1;0;7;0.7777777777777778;0;3;0.5
com.mpatric.mp3agic.BufferToolsTest.shouldRightPadUnicodeStringsCorrectly();7,2,9,8;4;0;0;0;3;0.3333333333333333;0;1;0.16666666666666666
com.mpatric.mp3agic.BufferToolsTest.shouldPadRightWithNullCharacters();7,2,3,4,5,4,5,4,5,4,6,8;12;1;3;0;7;0.7777777777777778;0;4;0.6666666666666666
com.mpatric.mp3agic.BufferToolsTest.shouldPadRightWithNullCharacters();7,2,3,4,5,4,5,4,6,8;10;1;2;0;7;0.7777777777777778;0;4;0.6666666666666666
com.mpatric.mp3agic.BufferToolsTest.shouldPadRightWithNullCharacters();7,2,3,4,5,4,6,8;8;1;1;0;7;0.7777777777777778;0;3;0.5
com.mpatric.mp3agic.BufferToolsTest.shouldPadRightWithNullCharacters();7,2,9,8;4;0;0;0;3;0.3333333333333333;0;1;0.16666666666666666
com.mpatric.mp3agic.BufferToolsTest.shouldSetBitsInBytesCorrectly();7,2,3,6,8;5;0;0;4;4;0.6666666666666666;1;1;0.5
com.mpatric.mp3agic.BufferToolsTest.shouldSetBitsInBytesCorrectly();7,2,5,6,8;5;0;0;2;4;0.6666666666666666;1;1;0.5
com.mpatric.mp3agic.BufferToolsTest.shouldDetermineSynchronisationSizesCorrectly();8,2,3,4,5,3,4,3,4,3,4,3,4,5,3,6,7,9;18;1;5;9;9;1;6;6;0.6666666666666666
com.mpatric.mp3agic.BufferToolsTest.shouldDetermineSynchronisationSizesCorrectly();8,2,3,4,5,3,4,3,4,5,3,4,3,6,7,9;16;1;4;0;9;1;1;6;0.6666666666666666
com.mpatric.mp3agic.BufferToolsTest.shouldDetermineSynchronisationSizesCorrectly();8,2,3,4,3,4,5,3,4,3,6,7,9;13;1;3;0;9;1;0;5;0.5555555555555556
com.mpatric.mp3agic.BufferToolsTest.shouldDetermineSynchronisationSizesCorrectly();8,2,3,4,5,3,6,7,9;9;1;1;0;8;0.8888888888888888;0;3;0.3333333333333333
com.mpatric.mp3agic.BufferToolsTest.shouldDetermineSynchronisationSizesCorrectly();8,2,3,4,3,6,7,9;8;1;1;0;7;0.7777777777777778;0;2;0.2222222222222222
com.mpatric.mp3agic.BufferToolsTest.shouldDetermineSynchronisationSizesCorrectly();8,2,3,6,7,9;6;0;0;0;5;0.5555555555555556;1;1;0.1111111111111111
com.mpatric.mp3agic.BufferToolsTest.shouldUnsynchroniseThenSynchroniseFFExBytesCorrectly();13,2,3,4,5,6,7,8,9,10,6,7,8,10,6,7,8,10,6,7,8,10,6,7,8,10,6,7,8,9,10,6,7,8,10,6,7,8,10,6,7,8,10,6,7,8,10,6,7,8,10,6,7,8,10,6,7,8,10,6,7,8,10,6,7,8,9,10,6,11,12,14;72;1;15;14;14;0.9333333333333333;10;10;0.6666666666666666
com.mpatric.mp3agic.BufferToolsTest.shouldUnsynchroniseThenSynchroniseBufferFullOfFFsCorrectly();13,2,3,4,5,6,7,8,9,10,6,7,8,9,10,6,7,8,9,10,6,11,12,14;24;1;3;0;13;0.8666666666666667;1;7;0.4666666666666667
com.mpatric.mp3agic.BufferToolsTest.shouldUnsynchroniseThenSynchroniseBufferMinimalBufferCorrectly();13,2,3,4,5,6,11,12,14;9;0;0;0;8;0.5333333333333333;1;1;0.06666666666666667
com.mpatric.mp3agic.BufferToolsTest.shouldRightTrimStringsCorrectly();11,2,3,4,5,7,3,4,5,7,3,4,5,7,3,4,5,6,8,9,10,12;22;1;3;11;11;0.6875;6;6;0.35294117647058826
com.mpatric.mp3agic.BufferToolsTest.shouldRightTrimStringsCorrectly();11,2,3,4,5,7,3,4,5,7,3,4,5,6,8,9,10,12;18;1;2;0;11;0.6875;0;6;0.35294117647058826
com.mpatric.mp3agic.BufferToolsTest.shouldRightTrimStringsCorrectly();11,2,3,4,5,7,3,8,9,14,12;11;1;1;3;10;0.625;1;3;0.17647058823529413
com.mpatric.mp3agic.BufferToolsTest.shouldRightTrimStringsCorrectly();11,2,3,4,5,6,8,13,12;9;0;0;2;8;0.5;1;1;0.058823529411764705
com.mpatric.mp3agic.BufferToolsTest.shouldRightTrimStringsCorrectly();11,2,3,8,13,12;6;0;0;0;5;0.3125;1;1;0.058823529411764705
com.mpatric.mp3agic.BufferToolsTest.shouldRightTrimUnicodeStringsCorrectly();11,2,3,4,5,7,3,4,5,7,3,4,5,7,3,4,5,6,8,9,10,12;22;1;3;0;11;0.6875;0;6;0.35294117647058826
com.mpatric.mp3agic.BufferToolsTest.shouldRightTrimUnicodeStringsCorrectly();11,2,3,4,5,7,3,4,5,7,3,4,5,6,8,9,10,12;18;1;2;0;11;0.6875;0;6;0.35294117647058826
com.mpatric.mp3agic.BufferToolsTest.shouldRightTrimUnicodeStringsCorrectly();11,2,3,4,5,6,8,13,12;9;0;0;0;8;0.5;0;1;0.058823529411764705
com.mpatric.mp3agic.BufferToolsTest.shouldUnsynchroniseThenSynchroniseFFExBytesCorrectly();14,2,3,4,5,6,7,8,9,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,9,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,9,6,10,11,13,15;58;1;15;14;14;0.7777777777777778;8;8;0.5333333333333333
com.mpatric.mp3agic.BufferToolsTest.shouldUnsynchroniseThenSynchroniseBufferFullOfFFsCorrectly();14,2,3,4,5,6,7,8,9,6,7,8,9,6,7,8,9,6,10,11,12,13,15;23;1;3;2;14;0.7777777777777778;2;6;0.4
com.mpatric.mp3agic.BufferToolsTest.shouldReturnOriginalBufferIfNoUnynchronisationOrSynchronisationIsRequired();14,2,3,16,15;5;0;0;2;4;0.2222222222222222;1;1;0.06666666666666667
com.mpatric.mp3agic.EncodedTextTest.shouldConstructFromStringOrBytes();11,3,7,8,9,12;6;0;0;5;5;0.8333333333333334;1;1;0.5
com.mpatric.mp3agic.EncodedTextTest.shouldHandleBacktickCharacterInString();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5
com.mpatric.mp3agic.EncodedTextTest.shouldStillReturnBytesWhenDataIsEmpty();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5
com.mpatric.mp3agic.EncodedTextTest.shouldStillReturnBytesWhenUnicodeDataIsEmpty();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5
com.mpatric.mp3agic.EncodedTextTest.shouldEncodeAndDecodeISO8859_1Text();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5
com.mpatric.mp3agic.EncodedTextTest.shouldEncodeAndDecodeUTF8Text();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5
com.mpatric.mp3agic.EncodedTextTest.shouldEncodeAndDecodeUTF16Text();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5
com.mpatric.mp3agic.EncodedTextTest.shouldEncodeAndDecodeUTF16BEText();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5
com.mpatric.mp3agic.EncodedTextTest.UTF16ShouldDecodeBEWhenSpecifiedInBOM();11,3,5,8,9,12;6;0;0;1;4;0.6666666666666666;1;1;0.5
com.mpatric.mp3agic.EncodedTextTest.shouldTranscodeFromOneEncodingToAnother();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5
com.mpatric.mp3agic.EncodedTextTest.shouldThrowExceptionWhenTranscodingWithInvalidCharacterSet();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5
com.mpatric.mp3agic.EncodedTextTest.shouldReturnNullWhenDecodingInvalidString();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5
com.mpatric.mp3agic.ID3v1GenresTest.returnsMinusOneForNonExistentGenre();7,2,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,6,8;301;1;148;6;6;0.6666666666666666;3;3;0.5
com.mpatric.mp3agic.ID3v1GenresTest.returnsCorrectGenreIdForFirstExistentGenre();7,2,3,4,5,8;6;0;0;2;5;0.5555555555555556;1;1;0.16666666666666666
com.mpatric.mp3agic.ID3WrapperTest.clearsCommentOnV1Tag();7,2,4,5,6,8;6;0;0;5;5;0.625;1;1;0.25
com.mpatric.mp3agic.ID3WrapperTest.clearsCommentFrameOnV2Tag();7,2,3,4,6,8;6;0;0;3;5;0.625;1;1;0.25
com.mpatric.mp3agic.ID3WrapperTest.getAlbumReturnsV2TagsAlbumBeforeV1TagsAlbum();7,2,3,8;4;0;0;3;3;0.375;1;1;0.3333333333333333
com.mpatric.mp3agic.ID3WrapperTest.getAlbumReturnsV1TagsAlbumIfV2TagsAlbumIsEmpty();7,2,4,5,8;5;0;0;3;4;0.5;1;1;0.3333333333333333
com.mpatric.mp3agic.ID3WrapperTest.getAlbumReturnsNullIfBothTagsDoNotExist();7,2,4,6,8;5;0;0;2;4;0.5;1;1;0.3333333333333333
com.mpatric.mp3agic.ID3WrapperTest.getArtistReturnsV2TagsArtistBeforeV1TagsArtist();7,2,3,8;4;0;0;3;3;0.375;1;1;0.3333333333333333
com.mpatric.mp3agic.ID3WrapperTest.getArtistReturnsV1TagsArtistIfV2TagDoesNotExist();7,2,4,5,8;5;0;0;3;4;0.5;1;1;0.3333333333333333
com.mpatric.mp3agic.ID3WrapperTest.getArtistReturnsNullIfBothTagsDoNotExist();7,2,4,6,8;5;0;0;2;4;0.5;1;1;0.3333333333333333
com.mpatric.mp3agic.ID3WrapperTest.getCommentReturnsV2TagsCommentBeforeV1TagsComment();7,2,3,8;4;0;0;3;3;0.375;1;1;0.3333333333333333
com.mpatric.mp3agic.ID3WrapperTest.getCommentReturnsV1TagsCommentIfV2TagsCommentDoesNotExist();7,2,4,5,8;5;0;0;3;4;0.5;1;1;0.3333333333333333
com.mpatric.mp3agic.ID3WrapperTest.getCommentReturnsNullIfBothTagsDoNotExist();7,2,4,6,8;5;0;0;2;4;0.5;1;1;0.3333333333333333
com.mpatric.mp3agic.ID3WrapperTest.getComposerReturnsV2TagsComposer();5,2,3,6;4;0;0;3;3;0.6;1;1;0.5
com.mpatric.mp3agic.ID3WrapperTest.getComposerReturnsNullIfV2TagDoesNotExist();5,2,4,6;4;0;0;2;3;0.6;1;1;0.5
com.mpatric.mp3agic.MpegFrameTest.shouldExtractValidMpegVersion1Header();9,2,11,4,7,8,10;7;0;0;6;6;0.6;1;1;0.25
com.mpatric.mp3agic.MpegFrameTest.shouldProcessValidMpegVersion2Header();9,2,11,4,7,8,10;7;0;0;0;6;0.6;0;1;0.25
